40  |  671
40  |  796
38  |  1635
40  |  2019
38  |  2284
38  |  2681
40  |  2789
38  |  3259
40  |  5703
38  |  7630
40  |  8233
40  |  9534
40  |  9576
38  |  11444
40  |  12457
40  |  12469
40  |  12470
40  |  12471
40  |  12472
40  |  12638
40  |  12670
40  |  12821
40  |  13014
40  |  13248
40  |  14257
40  |  14367
38  |  15089
40  |  15340
40  |  15695
40  |  16071
40  |  16338
38  |  16422
38  |  17018
40  |  17601
40  |  17604
40  |  18007
38  |  18253
38  |  18477
40  |  18813
40  |  18814
40  |  18815
40  |  18862
40  |  18938
40  |  19011
40  |  19012
40  |  19013
40  |  19014
40  |  19043
40  |  19276
40  |  19395
40  |  19585
40  |  20131
38  |  21468
40  |  22279
40  |  22636
38  |  22655
40  |  24330
40  |  24602
38  |  25340
40  |  29279
38  |  29819
40  |  29850
40  |  31533
40  |  31861
40  |  32860
40  |  34259
40  |  34551
38  |  34707
38  |  34883
38  |  35580
40  |  37445
38  |  37461
38  |  37775
38  |  38319
38  |  38653
40  |  38715
38  |  39015
38  |  39050
40  |  39468
38  |  40782
40  |  41172
40  |  43419
38  |  43620
38  |  43686
40  |  43928
40  |  44152
38  |  45031
38  |  45329
40  |  47155
38  |  48003
40  |  48424
38  |  48741
40  |  49276
38  |  51861
40  |  52630
38  |  52991
38  |  54832
40  |  55387
38  |  56721
40  |  56763
40  |  56868
38  |  56904
40  |  56920
38  |  57548
38  |  58109
38  |  58835
38  |  59246
38  |  59650
38  |  61481
38  |  62002
38  |  62117
40  |  62216
38  |  63554
38  |  63695
38  |  64005
40  |  64325
40  |  64567
40  |  64587
38  |  64956
38  |  65074
40  |  65421
40  |  65555
40  |  66916
40  |  67145
40  |  67646
40  |  67963
40  |  69012
40  |  69050
40  |  69618
40  |  69980
38  |  70008
40  |  70482
40  |  71147
40  |  71203
38  |  72087
38  |  72265
40  |  72524
40  |  72693
40  |  73339
40  |  73340
40  |  73821
38  |  74002
40  |  74027
38  |  74728
40  |  74772
40  |  75165
40  |  76173
40  |  76585
38  |  76846
40  |  76913
40  |  77223
38  |  77567
40  |  77878
38  |  78662
38  |  78701
40  |  79284
38  |  79572
40  |  79770
40  |  80165
40  |  80339
40  |  80792
40  |  81028
40  |  82349
40  |  82409
40  |  82644
40  |  83451
40  |  85120
38  |  85332
38  |  85505
40  |  85508
40  |  85784
38  |  85839
40  |  86386
40  |  86569
40  |  86588
40  |  86602
38  |  87213
40  |  87580
40  |  88051
40  |  88053
38  |  88327
38  |  89262
40  |  89634
40  |  89858
40  |  90309
40  |  90773
40  |  91997
40  |  92362
38  |  93017
40  |  93475
40  |  93863
40  |  93995
40  |  94059
40  |  94601
38  |  94669
40  |  95254
40  |  98024
38  |  98202
40  |  98528
40  |  99135
38  |  99219
40  |  99248
38  |  99661
38  |  99977
38  |  100477
40  |  100999
40  |  102528
40  |  103989
38  |  104006
40  |  104379
40  |  104437
40  |  105623
38  |  106883
40  |  107370
40  |  107433
40  |  107908
40  |  108699
40  |  109346
40  |  109422
38  |  110243
38  |  111236
38  |  112185
38  |  112222
38  |  113698
40  |  113856
40  |  113972
38  |  115135
40  |  115467
40  |  115834
40  |  116196
40  |  117167
40  |  117535
40  |  117868
40  |  118802
40  |  120701
40  |  121000
40  |  121818
40  |  122001
40  |  122035
38  |  122558
38  |  123202
40  |  123482
38  |  124153
40  |  125874
40  |  126050
38  |  127862
38  |  128001
40  |  128356
40  |  128456
40  |  128499
38  |  129756
38  |  129919
40  |  130109
40  |  130284
40  |  130869
40  |  130894
40  |  130965
40  |  131184
38  |  132912
40  |  134415
38  |  135056
40  |  135769
40  |  136341
40  |  136616
38  |  136852
38  |  137456
40  |  137579
40  |  137588
38  |  138498
40  |  139841
40  |  140107
40  |  140438
40  |  140709
40  |  140961
38  |  141101
38  |  141660
38  |  142360
40  |  142533
40  |  143309
40  |  144470
38  |  144984
40  |  145043
40  |  145105
40  |  145159
38  |  145325
38  |  146017
40  |  146113
40  |  146852
38  |  148050
40  |  150054
40  |  150399
40  |  151858
40  |  151865
38  |  151883
40  |  152058
38  |  152888
38  |  152973
40  |  153701
38  |  154124
40  |  154301
38  |  154645
38  |  154943
40  |  154988
38  |  155101
40  |  155232
40  |  155364
40  |  155467
38  |  155688
40  |  157927
38  |  158375
40  |  159513
40  |  160490
38  |  160594
40  |  161912
38  |  162950
38  |  163185
40  |  163987
38  |  164182
38  |  164639
40  |  164684
38  |  164843
40  |  165142
40  |  165724
40  |  166104
40  |  166119
40  |  166514
40  |  166814
40  |  167184
40  |  168037
40  |  170033
40  |  172790
38  |  173265
40  |  173348
40  |  173516
40  |  173587
38  |  173733
40  |  173785
38  |  174213
40  |  174984
40  |  175827
40  |  176524
38  |  176657
38  |  178077
40  |  178618
38  |  178920
40  |  179339
40  |  179364
40  |  179495
40  |  180028
40  |  181339
38  |  181754
40  |  182090
40  |  182724
38  |  183043
40  |  183535
38  |  183814
40  |  184437
40  |  184591
38  |  185835
40  |  186109
40  |  186427
40  |  186791
40  |  188075
40  |  188376
40  |  188908
38  |  188911
38  |  188936
40  |  189254
38  |  189300
40  |  189911
40  |  190240
38  |  190617
40  |  191039
38  |  191607
40  |  193988
38  |  194124
38  |  194414
38  |  194824
38  |  194941
38  |  195313
38  |  196795
38  |  197356
40  |  198371
40  |  198465
40  |  198678
40  |  199515
40  |  199926
40  |  200088
40  |  200296
40  |  200630
40  |  200966
38  |  200991
40  |  201061
40  |  201232
38  |  201262
40  |  202180
38  |  202444
40  |  202502
40  |  202726
38  |  202973
38  |  203363
40  |  203373
40  |  203423
40  |  203466
40  |  203515
40  |  203696
40  |  203925
40  |  204237
40  |  204488
40  |  204683
40  |  205118
40  |  205200
40  |  205260
40  |  205262
40  |  205594
40  |  207004
40  |  207029
40  |  207317
38  |  207466
38  |  207619
40  |  208105
40  |  208387
40  |  209308
40  |  209973
40  |  210034
40  |  210263
40  |  210897
40  |  210982
38  |  211609
38  |  211905
40  |  212106
38  |  212211
40  |  212920
40  |  214218
38  |  214322
40  |  215384
38  |  215522
38  |  215559
38  |  215866
38  |  216054
38  |  216076
40  |  216446
38  |  216742
38  |  217068
38  |  217551
38  |  217819
40  |  218125
40  |  219402
38  |  219492
40  |  219951
38  |  220117
40  |  220894
40  |  220982
40  |  221623
40  |  221682
43  |  222874
